tipo_rel,x_tsne,y_tsne,x_umap,y_umap,x_isomap,y_isomap,x_mds,y_mds,x_lle,y_lle
Ato_Exoneracao_Comissionado,11.42726,32.656803,-5.029151916503906,4.817768096923828,-0.6549865606007729,-2.84249906298645,-3.0079236913072913,1.9731817275598702,0.10775341518429371,-0.013872781528319448
Ato_Exoneracao_Comissionado,10.973007,28.6052,-4.602688789367676,6.209232807159424,-0.018468319746479583,-0.04060044367968395,-2.0783992954778814,0.5728369384602874,0.006698620770021285,-0.00039699093604694466
Ato_Exoneracao_Comissionado,3.5081267,20.966173,-3.918276786804199,7.183403491973877,-0.018267641304895554,-0.034073794601399636,-2.7498856562457044,0.6894499197639519,0.005255271987663401,-0.003595407525173471
Ato_Exoneracao_Comissionado,3.9508977,20.707851,-4.531907081604004,7.496060848236084,-0.02705290174688817,-0.094356225551286,-3.43588226295331,0.5072024062086267,0.005085659118475153,-0.004044561447765169
Ato_Nomeacao_Comissionado,10.062121,31.762863,-4.592686176300049,5.436872959136963,-0.42232888279087516,-1.8889904934193607,-3.289799715220331,1.61608812627774,-0.015361855301882221,0.01645597982476371
Ato_Nomeacao_Comissionado,10.952607,28.585875,-3.9816842079162598,6.425308704376221,-0.01757614129342764,-0.02126742928454956,-2.497603147426975,0.6562609169706338,0.006132975219798553,-0.0018106391641928088
Ato_Exoneracao_Comissionado,30.315458,19.95882,-4.497076034545898,10.49859619140625,-0.017466521376994473,-0.02053502737352596,-2.2844321888178887,-1.6141412346158646,-0.015221482619978924,0.008955010928663236
Ato_Exoneracao_Comissionado,28.962257,19.122856,-4.43021297454834,10.030049324035645,-0.016024664507738002,-0.02003157296589298,-2.0163555608298633,-1.2633201574771555,-0.012367343876885636,0.008691768736963808
Ato_Exoneracao_Comissionado,19.487446,10.325517,-5.526198387145996,11.666743278503418,-0.027557031975950615,-0.023871902248475,-0.764401739510403,-2.8208760647955984,0.0165979988356744,0.003107816986402648
Ato_Tornado_Sem_Efeito_Exo_Nom,-0.82038426,-8.905764,-0.7664968371391296,10.736336708068848,-0.017071359481013362,-0.020446882884462832,0.8789372298058461,-0.7238967509061776,0.006398801846632954,0.00886522201619957
Ato_Tornado_Sem_Efeito_Exo_Nom,-1.8050593,-9.661387,-0.39571812748908997,11.372325897216797,-0.016027927486747435,-0.020012910105180724,0.9011860288187457,-0.8169627366119553,0.006627187478255608,0.008838024565065553
Ato_Exoneracao_Comissionado,8.255506,32.811127,-4.429438591003418,5.076131343841553,-0.3689611740754692,-1.3986542640127682,-3.324903274491593,1.9233580347912342,-0.015361855301484283,0.01645597982724568
Ato_Exoneracao_Comissionado,23.029839,-10.273929,-3.3706259727478027,10.857918739318848,-0.02313269641209254,-0.022489564505877312,-0.428282912643535,-0.5248489717277327,0.01116907470468264,0.009844831942988979
Ato_Nomeacao_Comissionado,31.48874,10.853953,-3.6312437057495117,11.18738079071045,-0.02311587717152596,-0.022495254079524275,-1.4681123581953697,0.8951721305906716,0.011584509460211577,0.009615747869511528
Ato_Nomeacao_Comissionado,4.1244416,21.07504,-3.6641907691955566,7.54677677154541,-0.02406104485965108,-0.08828607499352993,-3.169217934201459,1.0787206418309203,0.005234289068495473,-0.0038490333504023434
Ato_Nomeacao_Comissionado,3.2190409,20.836983,-3.307082414627075,7.081920146942139,-0.023639819064728524,-0.037768487829643455,-2.602908874100155,1.049825417653068,0.005278889358282475,-0.0035665932347278047
Ato_Nomeacao_Comissionado,8.0287695,32.534943,-4.60495138168335,5.148766040802002,-0.423922692958801,-1.8036055925557979,-3.0864965739094923,1.84859644121955,-0.015361855301484316,0.0164559798272456
Ato_Nomeacao_Comissionado,28.978699,21.00186,-4.541995525360107,11.551417350769043,-0.01607607469526867,-0.020064307520213008,-0.8127589550353926,-2.1387917631839577,0.002983479337750677,0.006858274105191551
Ato_Nomeacao_Comissionado,30.200203,21.05235,-4.733405590057373,11.136865615844727,-0.01651110835607468,-0.020098761548238545,-0.4428820031746975,-1.2989595457736822,-0.006212670774113251,0.008111435789709104
Ato_Nomeacao_Comissionado,28.942343,19.211845,-4.079451084136963,10.304924964904785,-0.016787900204298562,-0.024927404036732267,-2.033566614170865,-1.5224912951227039,-0.011201953227475952,0.010146850428897231
Ato_Nomeacao_Comissionado,28.759039,20.095747,-3.949348211288452,10.767847061157227,-0.01602943231977102,-0.02002907443564716,-1.6083236170752884,-1.074615273358661,-0.003550924878094575,0.009266238734030789
Ato_Nomeacao_Comissionado,18.593414,10.873707,-5.0345635414123535,12.762145042419434,-0.019659950964251938,-0.021327165202520874,-0.40790804151580373,-2.5903709722418093,0.016304414187666757,0.0034550046872647744
Ato_Exoneracao_Comissionado,29.634968,21.26027,-4.5600199699401855,11.702662467956543,-0.029314002918872206,-0.023109741744429313,-1.1130873683175353,-2.1727644703573414,-0.004447188021479527,0.007359529670397912
Ato_Tornado_Sem_Efeito_Exo_Nom,-0.8461036,-8.896719,-0.4614315629005432,10.738391876220703,-0.01615161188480383,-0.02008369584616187,-0.9405197231165707,1.6294980832395343,0.005804940219245609,0.008946033534444543
Ato_Tornado_Sem_Efeito_Exo_Nom,-1.814355,-9.665696,-0.29666081070899963,10.912483215332031,-0.015992337827459464,-0.019924268836964545,0.9584298844821889,-0.4584214557649397,0.006641995898034598,0.008835799234567007
Ato_Tornado_Sem_Efeito_Exo_Nom,-3.0787804,-7.5037127,-0.5765150189399719,11.5805025100708,-0.015802398965239908,-0.0200992371425969,0.9755743037613449,-1.3489816632102318,0.0017383413445469344,0.009489056436011192
Ato_Exoneracao_Comissionado,8.033121,2.0267935,-1.3186895847320557,11.104307174682617,-0.016530163408588174,-0.019954694394744867,-0.24086279021411752,-0.9470599553534093,0.016758716940980176,0.022499715559158254
Ato_Exoneracao_Comissionado,-1.1144484,1.9207994,-2.2365646362304688,11.19202995300293,-0.017293467742673874,-0.020129664660892162,0.1237982666552061,-0.9003011240061507,0.011638232817295712,0.007225599765592001
Ato_Exoneracao_Comissionado,8.18989,2.0811267,-2.3971452713012695,10.893258094787598,-0.016081853614439177,-0.019976836755966114,-1.1496733396826953,-1.4164689917523705,0.01350285094880576,0.03333537593264684
Ato_Exoneracao_Comissionado,21.353144,9.765463,-4.431921005249023,11.61239242553711,-0.026222780891159106,-0.024728769686014118,-1.2598298160664316,-3.3643919145355,0.0164481716433497,0.003169705967555359
Ato_Exoneracao_Comissionado,32.32979,-9.375246,-2.4735653400421143,11.338244438171387,-0.03388970269672335,-0.02505990810058555,-0.354528459087823,-0.5255444133768968,0.011355983825301064,0.009749646982878713
Ato_Exoneracao_Comissionado,11.859535,1.5556589,-2.7935969829559326,10.494257926940918,-0.01711162354978515,-0.020423332319061495,-2.019209868916769,-0.7949897448502993,0.006832604621778654,0.014250684251522783
Ato_Exoneracao_Comissionado,5.9523396,-8.30041,-0.1701105684041977,8.275670051574707,-0.14424236565245682,-0.02377622109119654,0.7767979114263379,-2.808081494768151,0.039960988366880966,-0.01744698910216008
Ato_Nomeacao_Comissionado,21.800821,-5.118966,-2.7832579612731934,10.477389335632324,-0.04385233785110767,-0.025417491082167322,-1.97097890703092,-0.9912448974944789,0.011215489184052695,0.007705921644392564
Ato_Nomeacao_Comissionado,21.820992,-5.090707,-2.240633726119995,10.661742210388184,-0.05282687831246232,-0.028605462448964655,-1.2831900685768296,-1.273490712529955,0.011220237830067054,0.008244148483433408
Ato_Nomeacao_Comissionado,24.119917,9.753073,-5.035243034362793,11.539738655090332,-0.03293671724926753,-0.027753208519484696,-0.8261376226337132,-3.6655525981517325,0.017774648180445978,0.002153626937268758
Ato_Nomeacao_Comissionado,8.214868,2.0241706,-2.139075756072998,10.616743087768555,-0.018151450466193115,-0.020813174655960377,-0.574659560344993,-1.0977119420886596,0.014660667968165526,0.022386390250149577
Ato_Nomeacao_Comissionado,8.263544,1.7011871,-1.5706487894058228,10.772270202636719,-0.01647560405788019,-0.019923810476776768,-0.42261580446778246,-0.8701115479261501,0.014500166274131176,0.022388724515698975
Ato_Nomeacao_Comissionado,21.094862,9.549253,-3.1291894912719727,11.807952880859375,-0.02061634214193836,-0.02167324039624717,-0.1824109964670521,-1.9534368162814393,0.01105026243135273,0.005092758397633107
Ato_Nomeacao_Comissionado,32.324463,-9.365351,-3.1578681468963623,11.267505645751953,-0.028210091678761245,-0.023620393559648456,-0.651009321560016,-0.7738741892089752,0.011423763756735374,0.009637224210362592
Ato_Nomeacao_Comissionado,11.893232,1.5538268,-3.7203927040100098,10.10009479522705,-0.021360573248216243,-0.021154888988814867,-1.8896138469223456,-0.9528298129759137,0.005349882540251335,0.009288384196805537
Ato_Nomeacao_Comissionado,5.933917,-8.172645,-0.1596130132675171,8.921883583068848,-0.02036456872430608,-0.021313314024728806,0.6837009031213811,-2.465959574764581,0.039685263308152266,-0.017213924066517085
Ato_Nomeacao_Comissionado,6.5087857,-9.315213,-0.43364524841308594,8.528779029846191,-0.021529799646731834,-0.02159364754173305,0.7636262553978233,-2.731194223864128,0.03998671254497961,-0.017869630765592233
Ato_Exoneracao_Comissionado,25.415249,9.816828,-5.300678730010986,11.979435920715332,-0.018362038096906248,-0.020841262206938677,-0.172355528651953,-2.781519416579634,0.01722439589266066,0.002544547993974127
Ato_Exoneracao_Comissionado,26.895247,11.546688,-5.346739292144775,12.331024169921875,-0.01977850928691098,-0.02124078311914034,-0.05250508553558182,-2.270250449695123,0.016727936159233875,0.002874971168048965
Ato_Exoneracao_Comissionado,9.396546,-6.1698027,-1.3676362037658691,8.847789764404297,-0.017734944140056216,-0.020531439371882468,-1.3853556117064516,-0.7472405797440373,0.03947287522483725,-0.009988898840238658
Ato_Exoneracao_Comissionado,15.848883,4.436907,-3.611267566680908,9.627771377563477,-0.023396656099352355,-0.02265786328847847,-1.5925801993789137,-1.7493735891595257,-0.011049072858348363,0.00723181421579539
Ato_Exoneracao_Comissionado,26.148392,10.600177,-5.155882835388184,12.791461944580078,-0.018800752932466833,-0.020942166151871035,-0.13849177728120926,-2.3757095966775488,0.017133793996896428,0.002607210234362721
Ato_Exoneracao_Comissionado,7.9333825,-5.055959,-1.4390714168548584,9.124878883361816,-0.01856039497400558,-0.020634271257529816,0.27940560188034896,-1.4511934802751758,0.02972809399397483,-0.007702914799809992
Ato_Exoneracao_Comissionado,11.159014,-3.7500699,-3.214749336242676,10.346816062927246,-0.018355209425370837,-0.020572952765708252,-0.11069605736389267,-2.4608842546078744,0.028972466083315072,-0.0058200914484858885
Ato_Nomeacao_Comissionado,5.736569,-10.155706,-0.5807207822799683,8.102545738220215,-0.20253343162372603,-0.03026739643289302,1.2049143138295975,-2.5580462503921226,0.04105465815443474,-0.019434151398920727
Ato_Nomeacao_Comissionado,19.640398,10.231868,-5.02298641204834,11.584212303161621,-0.03243480931171209,-0.025120781201962206,-0.23018072547207666,-3.0160921177032605,0.016716478518329456,0.0030075527346129422
Ato_Nomeacao_Comissionado,25.158934,9.393348,-5.311727523803711,11.648727416992188,-0.018486753422036924,-0.02093524054227457,-0.2698146695552743,-2.8137538507683284,0.01729146889023991,0.0025081527774668036
