tsne,umap,mds,lle,isomap
0.6267387944358578,0.11746522411128284,0.17928902627511592,0.3330757341576507,0.24884080370942813
0.615533230293663,0.17117465224111283,0.17349304482225658,0.3400309119010819,0.21676970633693973
0.6184956208140108,0.21895929933024216,0.1780010303967031,0.3619268418341058,0.21277691911385987
0.5950540958268934,0.250386398763524,0.17986862442040186,0.3649536321483771,0.20556414219474498
0.5829984544049441,0.2775888717156092,0.18516228748067934,0.35703245749613555,0.20834621329211625
0.5719989696032979,0.29559505409582765,0.19152498712004082,0.35793405461102606,0.20556414219474445
0.5608302053433422,0.30911901081916593,0.19573857363656272,0.3596820490174437,0.20578494148818605
0.553419629057187,0.32399536321483774,0.2019899536321484,0.35828825347758886,0.20469474497681608
0.5509187703932686,0.33848531684698585,0.21217585437060102,0.35694659110424104,0.20487721105959306
0.5468315301391042,0.3515455950540952,0.216769706336939,0.35680061823802195,0.20625965996908693
0.5431361528734023,0.36511170436981827,0.22340873963748883,0.35380075874666167,0.20760151749332764
0.5400566718186504,0.37448480164863496,0.22746007212776925,0.3500128799587834,0.20871973209685793
0.5410177148971588,0.3859826417786223,0.23082867673285,0.3469266436808937,0.2124004280109378
0.541951865754029,0.3947891366747628,0.23631044380658048,0.34367410024287903,0.21251931993817735
0.5442040185471413,0.40236991241627784,0.24137042761462982,0.34090674909840113,0.21081916537866996
0.5445807573415765,0.40769899536321486,0.245604714064915,0.33916151468315303,0.21184312210200928
0.5423220292753878,0.4131739249022666,0.2500227293390335,0.33775797799800206,0.21001909264478816
0.5395414734672841,0.4184269277004981,0.2538210544392913,0.3357805255023166,0.21080199210029055
0.5370129341901889,0.42316765638981413,0.258602456682665,0.3337265110225318,0.21158382819490973
0.5372488408037096,0.4273183925811438,0.26398763523956736,0.33257341576507005,0.21108964451313827
0.5383454772944716,0.42956502539191976,0.2667255464782523,0.32961654522705586,0.21137852358872494
0.5396585640016855,0.4326963608261909,0.27111142335253596,0.32692848110158723,0.21230855697625256
0.5398830723741688,0.43663060278206905,0.2751831194140146,0.3264901552315001,0.21305691821786
0.541666666666667,0.4411707882534772,0.27811051004636783,0.3257663575476559,0.21406491499227162
0.541514683153014,0.4445440494590413,0.28268933539412705,0.32590417310664577,0.21455950540958302
0.5419688503150658,0.4484306265604564,0.2863809297348718,0.32662584710498205,0.2166805373915107
0.5445932795237274,0.4513137557959804,0.29022840460243726,0.3281241055584158,0.2186158337626672
0.5464230514462343,0.4555365422830642,0.2941874586001322,0.3300121439611391,0.22033009494369635
0.5478335021052083,0.45981452859350896,0.29787347439108863,0.33102382348238524,0.22173959388157535
0.5492529623905206,0.463807315816589,0.3018547140649159,0.3327150953116951,0.22297784647089014
0.552101510694521,0.4687640225357736,0.30635189709328664,0.334895547689088,0.2246597197985726
0.554192426584235,0.47372488408037094,0.3094329598145286,0.3359978748068006,0.22657457496136013
0.5564610556882572,0.4781977424944961,0.31295958034752225,0.33696313989976845,0.2276942531965727
0.5590053641240099,0.48231657423402136,0.3166878807164288,0.3381216474224931,0.22892990271842975
0.559924928240228,0.4865091631706774,0.31925369838816603,0.3387281960697732,0.2299403841907723
0.5617379357719402,0.49003949854027173,0.32189163661342896,0.33960157994161083,0.2313669929589552
0.5633485107982795,0.49319102719411817,0.32528509962822294,0.34128409708007956,0.2324031914449248
0.5649963393801364,0.4969291466688361,0.3278898560156176,0.34308142845521733,0.23358822093874404
0.5667974477866284,0.5002179685332685,0.33040066579479344,0.34454880513613134,0.23508897079221688
0.5683732612055642,0.5037287480680065,0.332592735703246,0.3466190108191651,0.23684312210200897
0.5703622724017027,0.5078599163116824,0.33563916010102973,0.3485505334187812,0.23858709993591423
0.5712629719584893,0.510432766615148,0.33765731949657624,0.3503900787517483,0.2399352322072566
0.5733618489630138,0.5132274181373794,0.3397433593328759,0.3513892383451344,0.24028611480536213
0.5743115076577209,0.5146655894337503,0.3419629057187019,0.3518512013488825,0.24135871856119145
0.5760432766615142,0.5170530654301914,0.34422119182551947,0.3528421775716992,0.24260690365790813
0.5775821517371125,0.5194543377461189,0.3469860896445133,0.35360526846314083,0.24333042134265057
0.5788911177611885,0.5211450557400757,0.34938669472853584,0.3544509849057856,0.24433555855174754
0.5802421432251416,0.5233771251931991,0.3516228748068006,0.35361926841834107,0.24562081401339506
0.5812068258524433,0.526133173516702,0.3540516670346642,0.35286881367693934,0.24680629593413678
0.5821638330757338,0.5291190108191672,0.3559969088098926,0.3521483771251951,0.24800618238021682
