tsne,umap,mds,lle,isomap
0.7819178082191781,0.6953424657534246,0.7413698630136987,0.7698630136986301,0.6405479452054794
0.8331506849315069,0.7871232876712329,0.7731506849315068,0.8027397260273973,0.6547945205479452
0.8725114155251146,0.8113242009132424,0.7870319634703206,0.8146118721461189,0.655433789954337
0.8743378995433798,0.8248401826484031,0.7932876712328767,0.8175799086757984,0.6521004566210042
0.8808036529680364,0.8268219178082175,0.792310502283103,0.8195525114155238,0.6603105022831044
0.8797442922374403,0.8312602739726013,0.7924840182648387,0.8139634703196335,0.6621187214611859
0.8826131767775599,0.8343183300717554,0.7943992172211349,0.8142061317677753,0.6615786040443584
0.8865420743639922,0.838303326810176,0.7974677103718201,0.8086157860404433,0.6561389432485322
0.888534246575343,0.841851272015657,0.8037851706892829,0.8062143944335725,0.6538203957382028
0.8873768210480533,0.8452267884322688,0.8075844748858464,0.8019539030223974,0.6527073276799316
0.8839309533693099,0.8483424064519982,0.8090164067287375,0.7985224455909395,0.6521576627330048
0.8839877641384509,0.849528237363856,0.8081636719444951,0.7932539484868264,0.6490630374192027
0.8863945111205407,0.8532079868381234,0.8099079079216073,0.7884341305574191,0.645930678149856
0.8870400254235886,0.8569522152124885,0.8107537378907251,0.7836574293286627,0.6459872349872344
0.8850175988395168,0.859834152149221,0.8114322618021255,0.7795647579209225,0.6446139081618535
0.8814030520468868,0.859366666818722,0.8129586942737634,0.7727249516085138,0.6406416779567471
0.8824257623476004,0.8604386782525392,0.8122197990477614,0.7687820771761146,0.6368247253239193
0.8812781072450689,0.8604381712387358,0.8119684470780358,0.76272686928972,0.6318791337590696
0.881393273911108,0.8594521554073487,0.8111868172682887,0.7548765378939678,0.6279411682487944
0.8812459272235574,0.8598672706934076,0.8115706605621351,0.7499366191296293,0.6242188117662907
0.8818476601551799,0.8591599670009709,0.8134693414271008,0.7438330269755695,0.6234034663660173
0.880672018386448,0.8589750636996071,0.8119254321412169,0.7389990297788128,0.6204938836509734
0.879451044458379,0.8575273294080317,0.8118234763384694,0.7350739270215827,0.6182746069466474
0.8785576111809342,0.856406490073498,0.8105831092980554,0.731948059472409,0.6169330729285847
0.8780082065079483,0.8550954522109346,0.8115920393711643,0.7278865372960409,0.615120285471963
0.8768787378272913,0.8535491679916521,0.8109088628627364,0.7229538176885851,0.6135017147230796
0.8764667244623993,0.8541085971331497,0.8093499552084523,0.7189462848341585,0.6125930449707623
0.8771725884821688,0.8548149429712031,0.808942560815951,0.7171120041659941,0.612256084370948
0.8773924259770837,0.8541937788969045,0.8096357290416653,0.7130479551324173,0.6117932439085695
0.8765343187572869,0.8530270156802757,0.8101018062363433,0.7092787190812655,0.6100720331533716
0.874986685663016,0.8516750882124016,0.8103068682472778,0.7049814341195948,0.609179405748372
0.8744854932827857,0.851126862648573,0.8108613327664586,0.701867355121846,0.6087813792878889
0.8743158418637118,0.8500010251416812,0.8100695491723012,0.7002516167927036,0.608109804327687
0.8735888956698001,0.8488953857818907,0.8095015927856961,0.6972588351622362,0.6066631238851123
0.8730876593279252,0.8476139382770405,0.8086456429171398,0.6940140110437973,0.604954328672402
0.8724779952668417,0.8466686687961088,0.8069578591023787,0.6900932700153485,0.6036785189833885
0.8723786311664409,0.8460419182544116,0.8067721096979925,0.6872474668171089,0.6033536908544441
0.8722602255031953,0.8456064343011227,0.8069720980139387,0.684313602054282,0.6025149911193391
0.8716230047633141,0.844526275230004,0.8069475676383645,0.6823594196616836,0.6020129136688245
0.8706946436611865,0.8435830124315772,0.8065503526767186,0.6795424214945482,0.6015815088398172
0.8707575150875054,0.8435451156199811,0.8059939923037099,0.6783843891942986,0.6012184267059191
0.8705108558461628,0.8435464751999284,0.8046458681709638,0.6769490469877415,0.6011447373137743
0.8703156546918401,0.8422882049872142,0.8038365311258406,0.6754973976784682,0.6012203902263055
0.8696543911199313,0.8421087198803141,0.8046873179125915,0.6734718772672487,0.6014398740724484
0.8691340353768567,0.8419601097138233,0.8050485616554541,0.6725967752740399,0.6007612029311983
0.8685840613481498,0.841508466989132,0.804336481394192,0.6713521784365322,0.6001837016165599
0.8683068008027136,0.8409997343958047,0.8033141969225954,0.6693442467783888,0.5993566556880734
0.8673089196231688,0.8400223023477315,0.8027594364840553,0.6672657631498052,0.598870791619385
0.8658937478903406,0.8390089041167754,0.8018756763223026,0.6646363818315827,0.5983554190455945
0.865723837451732,0.8384682917238874,0.8020352751382738,0.6628621114454238,0.597730258934361
