,tipo,B-NUM_AJUSTE,B-PROCESSO,B-CONTRATANTE_ou_CONCEDENTE,B-CNPJ_CONTRATANTE_ou_CONCEDENTE,B-CONTRATADA_ou_CONVENENTE,I-CONTRATADA_ou_CONVENENTE,B-CNPJ_CONTRATADA_ou_CONVENENTE,B-OBJ_AJUSTE,I-OBJ_AJUSTE,B-CODIGO_UO,B-PROGRAMA_TRABALHO,B-NATUREZA_DESPESA,B-FONTE_RECURSO,B-VALOR,B-VIGENCIA,I-VIGENCIA,B-DATA_ASSINATURA,B-NOTA_EMPENHO,I-CONTRATANTE_ou_CONCEDENTE,I-DATA_ASSINATURA,B-CODIGO_SIGGO,B-NOME_RESPONSAVEL,I-NOME_RESPONSAVEL,I-VALOR,I-FONTE_RECURSO,I-PROCESSO,I-CODIGO_UO,I-NUM_AJUSTE,I-NOTA_EMPENHO,I-PROGRAMA_TRABALHO,I-CNPJ_CONTRATADA_ou_CONVENENTE,I-NATUREZA_DESPESA,I-CODIGO_SIGGO
0,contrato,0.771256556488108,0.7458771515907725,0.8139283281335364,0.8922474792706407,0.814039672638069,0.814039672638069,0.900305665315049,0.7681982200687616,0.9213360469265713,0.7571352000895291,0.7690923316497787,0.7694805660423328,0.7647156718340817,0.7594898256323763,0.7548530567052426,0.8078289921922747,0.7704528690067534,0.7707584486247355,0.8139283281335365,0.7733148676945043,0.7707584486247355,0.7694805660423328,0.7726459036782842,0.7294306739846771,0.7700057548272504,0.753316979470877,0.7557497299940488,0.7567504769187519,0.777202765726533,0.7688983613265379,0.900305665315049,0.770063653109301,0.7786061654479606
