,tipo,B-NUM_ADITIVO,I-NUM_ADITIVO,B-NUM_AJUSTE,B-PROCESSO,B-CONTRATANTE,B-OBJ_ADITIVO,I-OBJ_ADITIVO,B-DATA_ESCRITO,B-CODIGO_SIGGO,I-CONTRATANTE,I-PROCESSO,B-NOME_RESPONSAVEL,I-NOME_RESPONSAVEL,I-DATA_ESCRITO,I-NUM_AJUSTE
0,aditamento,0.5869864389619147,0.5869864389619147,0.5879822957415398,0.5426423703502263,0.5869864389619147,0.5869864389619147,0.8094228005008013,0.8092094013970573,0.8092094013970573,0.5869864389619147,0.5449085164199385,0.8561493763116503,0.8561493763116503,0.8092094013970573,0.5380887280815532
